team1,team2,game_link,team1_moneyline,team2_moneyline,team1_spread,team1_spread_odds,team2_spread,team2_spread_odds,over_total,over_total_odds,under_total,under_total_odds,timestamp
Denver Nuggets,Los Angeles Clippers,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-los-angeles-clippers/1617193899/,2.35,1.602,3.5,1.877,-3.5,1.943,227.5,1.862,227.5,1.952,2025-10-12 23:03:53
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-los-angeles-lakers/1617065163/,2.36,1.598,4.0,1.884,-4.0,1.934,219.5,1.854,219.5,1.97,2025-10-12 23:03:53
Denver Nuggets,Los Angeles Clippers,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-los-angeles-clippers/1617193899/,2.3,1.625,3.5,1.84,-3.5,1.98,227.5,1.862,227.5,1.952,2025-10-12 23:22:33
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-los-angeles-lakers/1617065163/,2.36,1.598,4.0,1.884,-4.0,1.934,219.5,1.854,219.5,1.97,2025-10-12 23:22:33
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-los-angeles-lakers/1617065163/,2.36,1.598,4.0,1.884,-4.0,1.934,219.5,1.854,219.5,1.97,2025-10-12 23:30:14
Denver Nuggets,Los Angeles Clippers,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-los-angeles-clippers/1617193899/,2.3,1.625,3.5,1.84,-3.5,1.98,227.5,1.862,227.5,1.952,2025-10-12 23:30:14
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-los-angeles-lakers/1617065163/,2.36,1.598,4.0,1.884,-4.0,1.934,219.5,1.854,219.5,1.97,2025-10-12 23:41:50
Denver Nuggets,Los Angeles Clippers,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-los-angeles-clippers/1617193899/,2.3,1.625,3.5,1.84,-3.5,1.98,227.5,1.862,227.5,1.952,2025-10-12 23:41:50
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-los-angeles-lakers/1617065163/,2.35,1.602,4.0,1.877,-4.0,1.943,219.5,1.84,219.5,1.98,2025-10-12 23:47:32
Denver Nuggets,Los Angeles Clippers,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-los-angeles-clippers/1617193899/,2.31,1.625,3.5,1.847,-3.5,1.97,227.5,1.943,227.5,1.869,2025-10-12 23:47:32
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-los-angeles-lakers/1617065163/,2.35,1.602,4.0,1.877,-4.0,1.943,219.5,1.84,219.5,1.98,2025-10-12 23:54:59
Denver Nuggets,Los Angeles Clippers,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-los-angeles-clippers/1617193899/,2.31,1.625,3.5,1.847,-3.5,1.97,227.5,1.943,227.5,1.869,2025-10-12 23:54:59
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-los-angeles-lakers/1617065163/,2.35,1.602,4.0,1.877,-4.0,1.943,219.5,1.84,219.5,1.98,2025-10-13 00:00:45
Denver Nuggets,Los Angeles Clippers,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-los-angeles-clippers/1617193899/,2.31,1.621,3.5,1.847,-3.5,1.97,227.5,1.934,227.5,1.884,2025-10-13 00:00:45
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,,,,,,,,,,,2025-10-13 04:31:32
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,,,,,,,,,,,2025-10-13 04:31:32
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,,,,,,,,,,,2025-10-13 04:31:32
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.75,1.45,5.5,1.917,-5.5,1.9,229.5,1.9,229.5,1.917,2025-10-13 04:39:05
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.99,1.833,1.5,1.909,-1.5,1.909,230.5,1.9,230.5,1.917,2025-10-13 04:39:05
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.86,1.165,10.5,1.909,-10.5,1.909,219.5,1.909,219.5,1.909,2025-10-13 04:39:05
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.75,1.45,5.5,1.917,-5.5,1.9,229.5,1.9,229.5,1.917,2025-10-13 05:27:06
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.99,1.833,1.5,1.909,-1.5,1.909,230.5,1.9,230.5,1.917,2025-10-13 05:27:06
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.86,1.165,10.5,1.909,-10.5,1.909,219.5,1.909,219.5,1.909,2025-10-13 05:27:06
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.86,1.165,10.5,1.909,-10.5,1.909,219.5,1.909,219.5,1.909,2025-10-13 05:33:50
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.99,1.833,1.5,1.909,-1.5,1.909,230.5,1.9,230.5,1.917,2025-10-13 05:33:50
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.75,1.45,5.5,1.917,-5.5,1.9,229.5,1.9,229.5,1.917,2025-10-13 05:33:50
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.75,1.45,5.5,1.917,-5.5,1.9,229.5,1.869,229.5,1.952,2025-10-13 05:45:10
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.99,1.84,1.5,1.909,-1.5,1.909,230.5,1.869,230.5,1.952,2025-10-13 05:45:10
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.86,1.165,10.5,1.909,-10.5,1.909,219.5,1.909,219.5,1.909,2025-10-13 05:45:10
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.75,1.45,5.5,1.917,-5.5,1.9,229.5,1.869,229.5,1.952,2025-10-13 05:59:56
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.99,1.84,1.5,1.909,-1.5,1.909,230.5,1.869,230.5,1.952,2025-10-13 05:59:56
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.86,1.165,10.5,1.909,-10.5,1.909,219.5,1.909,219.5,1.909,2025-10-13 05:59:56
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.99,1.84,1.5,1.909,-1.5,1.909,230.5,1.869,230.5,1.952,2025-10-13 06:42:11
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.84,1.166,10.5,1.9,-10.5,1.917,219.5,1.884,219.5,1.934,2025-10-13 06:42:11
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.75,1.45,5.5,1.917,-5.5,1.9,229.5,1.869,229.5,1.952,2025-10-13 06:42:11
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.75,1.45,5.5,1.917,-5.5,1.9,229.5,1.869,229.5,1.952,2025-10-13 06:49:14
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.99,1.84,1.5,1.909,-1.5,1.909,230.5,1.869,230.5,1.952,2025-10-13 06:49:14
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.84,1.166,10.5,1.9,-10.5,1.917,219.5,1.884,219.5,1.934,2025-10-13 06:49:14
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.76,1.448,5.5,1.925,-5.5,1.892,230.5,1.9,230.5,1.917,2025-10-13 07:29:24
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.0,1.819,1.5,1.925,-1.5,1.892,231.5,1.892,231.5,1.925,2025-10-13 07:29:24
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.84,1.166,10.5,1.9,-10.5,1.917,220.5,1.917,220.5,1.9,2025-10-13 07:29:24
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.84,1.166,10.5,1.9,-10.5,1.917,220.5,1.917,220.5,1.9,2025-10-13 07:44:09
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.0,1.819,1.5,1.925,-1.5,1.892,231.5,1.892,231.5,1.925,2025-10-13 07:44:09
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.76,1.448,5.5,1.925,-5.5,1.892,230.5,1.9,230.5,1.917,2025-10-13 07:44:09
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.76,1.448,5.5,1.925,-5.5,1.892,230.5,1.9,230.5,1.917,2025-10-13 07:50:10
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.0,1.819,1.5,1.925,-1.5,1.892,231.5,1.892,231.5,1.925,2025-10-13 07:50:10
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.84,1.166,10.5,1.9,-10.5,1.917,220.5,1.917,220.5,1.9,2025-10-13 07:50:10
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,231.5,1.925,231.5,1.892,2025-10-13 08:59:49
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,232.5,1.917,232.5,1.9,2025-10-13 08:59:49
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 08:59:49
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.925,233.5,1.892,2025-10-13 09:34:09
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 09:34:09
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 09:34:09
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 09:44:08
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.925,233.5,1.892,2025-10-13 09:44:08
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 09:44:08
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 09:55:19
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.961,233.5,1.862,2025-10-13 09:55:19
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 09:55:19
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 10:04:05
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.961,233.5,1.862,2025-10-13 10:04:05
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 10:04:05
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 10:30:47
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.961,233.5,1.862,2025-10-13 10:30:47
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 10:30:47
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 10:37:11
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.961,233.5,1.862,2025-10-13 10:37:11
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 10:37:11
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 10:49:32
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.98,233.5,1.84,2025-10-13 10:49:32
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 10:49:32
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.98,233.5,1.84,2025-10-13 11:22:17
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 11:22:17
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 11:22:17
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 11:30:09
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.98,233.5,1.84,2025-10-13 11:30:09
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 11:30:09
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 11:42:29
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,233.5,1.98,233.5,1.84,2025-10-13 11:42:29
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 11:42:29
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 11:55:11
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.01,1.813,1.5,1.934,-1.5,1.884,231.5,1.884,231.5,1.934,2025-10-13 11:55:11
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 11:55:11
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.425,5.5,1.99,-5.5,1.84,230.5,1.9,230.5,1.917,2025-10-13 12:03:07
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,1.854,1.961,-1.0,1.884,1.0,1.934,231.5,1.884,231.5,1.934,2025-10-13 12:03:07
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.85,1.166,10.5,1.909,-10.5,1.909,220.5,1.84,220.5,1.98,2025-10-13 12:03:07
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.84,1.423,5.5,1.99,-5.5,1.833,231.5,1.892,231.5,1.925,2025-10-13 12:54:11
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.05,1.787,2.0,1.877,-2.0,1.943,232.5,1.877,232.5,1.943,2025-10-13 12:54:11
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.73,1.174,10.5,1.854,-10.5,1.961,220.5,1.943,220.5,1.877,2025-10-13 12:54:11
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.21,1.68,2.5,1.943,-2.5,1.877,234.0,1.877,234.0,1.909,2025-10-13 14:28:04
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.57,1.184,9.5,1.952,-9.5,1.869,224.0,1.884,224.0,1.925,2025-10-13 14:28:04
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.9,1.408,6.0,1.943,-6.0,1.877,231.5,1.909,231.5,1.909,2025-10-13 14:28:04
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.21,1.68,2.5,1.943,-2.5,1.877,234.0,1.877,234.0,1.909,2025-10-13 14:36:21
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.57,1.184,9.5,1.952,-9.5,1.869,224.0,1.884,224.0,1.925,2025-10-13 14:36:21
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.9,1.408,6.0,1.943,-6.0,1.877,231.5,1.909,231.5,1.909,2025-10-13 14:36:21
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.4,1.197,9.5,1.917,-9.5,1.892,224.0,1.884,224.0,1.934,2025-10-13 14:47:43
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.88,1.414,6.0,1.934,-6.0,1.884,231.5,1.9,231.5,1.917,2025-10-13 14:47:43
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.21,1.68,2.5,1.943,-2.5,1.877,234.0,1.877,234.0,1.909,2025-10-13 14:47:43
Miami Heat,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/miami-heat-vs-atlanta-hawks/1617245167/,2.88,1.414,6.0,1.934,-6.0,1.884,231.5,1.9,231.5,1.917,2025-10-13 14:56:15
San Antonio Spurs,Indiana Pacers,https://www.pinnacle.com/en/basketball/nba-preseason/san-antonio-spurs-vs-indiana-pacers/1617244532/,2.21,1.68,2.5,1.943,-2.5,1.877,234.0,1.877,234.0,1.909,2025-10-13 14:56:15
Washington Wizards,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-new-york-knicks/1617249094/,4.4,1.197,9.5,1.917,-9.5,1.892,224.0,1.884,224.0,1.934,2025-10-13 14:56:15
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,218.5,1.68,218.5,2.21,2025-10-13 15:44:06
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,218.5,1.68,218.5,2.21,2025-10-13 15:57:28
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,220.5,1.909,220.5,1.909,2025-10-13 16:05:27
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.578,2.4,-4.0,1.892,4.0,1.925,234.5,1.84,234.5,1.99,2025-10-13 16:05:27
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,220.5,1.917,220.5,1.9,2025-10-13 16:33:26
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.578,2.4,-4.0,1.892,4.0,1.925,234.5,1.84,234.5,1.99,2025-10-13 16:33:26
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,220.5,1.917,220.5,1.9,2025-10-13 16:43:09
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.578,2.4,-4.0,1.892,4.0,1.925,234.5,1.84,234.5,1.99,2025-10-13 16:43:09
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,220.5,1.925,220.5,1.892,2025-10-13 16:55:27
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.571,2.41,-4.0,1.884,4.0,1.934,235.5,1.892,235.5,1.925,2025-10-13 16:55:27
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,220.5,1.925,220.5,1.892,2025-10-13 17:00:16
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.571,2.41,-4.0,1.884,4.0,1.934,235.5,1.892,235.5,1.925,2025-10-13 17:00:16
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.574,2.41,-4.0,1.892,4.0,1.925,235.5,1.909,235.5,1.909,2025-10-13 17:42:56
