team1,team2,game_link,team1_moneyline,team2_moneyline,team1_spread,team1_spread_odds,team2_spread,team2_spread_odds,over_total,over_total_odds,under_total,under_total_odds,timestamp
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.99,-37.5,1.833,220.5,1.925,220.5,1.892,2025-10-13 17:42:56
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.819,220.5,1.952,220.5,1.869,2025-10-13 17:55:26
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.574,2.41,-4.0,1.892,4.0,1.925,235.5,1.909,235.5,1.909,2025-10-13 17:55:26
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.819,220.5,1.952,220.5,1.869,2025-10-13 18:03:06
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.591,2.37,-4.0,1.917,4.0,1.9,235.5,1.9,235.5,1.917,2025-10-13 18:03:06
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.819,220.5,1.952,220.5,1.869,2025-10-13 18:35:27
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.591,2.37,-4.0,1.917,4.0,1.9,235.5,1.854,235.5,1.961,2025-10-13 18:35:27
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.591,2.37,-4.0,1.917,4.0,1.9,235.5,1.854,235.5,1.961,2025-10-13 18:55:59
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.819,220.5,1.952,220.5,1.869,2025-10-13 18:55:59
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.591,2.37,-4.0,1.917,4.0,1.9,235.5,1.854,235.5,1.961,2025-10-13 19:02:07
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.819,220.5,1.952,220.5,1.869,2025-10-13 19:02:07
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.869,-37.5,1.943,220.5,1.952,220.5,1.869,2025-10-13 19:28:10
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.591,2.37,-4.0,1.917,4.0,1.9,235.5,1.854,235.5,1.961,2025-10-13 19:28:10
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.869,-37.5,1.943,220.5,1.952,220.5,1.869,2025-10-13 19:41:48
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.591,2.37,-4.0,1.917,4.0,1.9,235.5,1.854,235.5,1.961,2025-10-13 19:41:48
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.869,-37.5,1.943,220.5,1.952,220.5,1.869,2025-10-13 20:28:29
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.581,2.4,-4.0,1.9,4.0,1.917,235.5,1.862,235.5,1.961,2025-10-13 20:28:29
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.869,-37.5,1.943,220.5,1.952,220.5,1.869,2025-10-13 20:35:20
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.581,2.4,-4.0,1.9,4.0,1.917,235.5,1.862,235.5,1.961,2025-10-13 20:35:20
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.581,2.4,-4.0,1.9,4.0,1.917,235.5,1.862,235.5,1.961,2025-10-13 20:44:39
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.892,-37.5,1.925,220.5,1.952,220.5,1.869,2025-10-13 20:44:39
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.892,-37.5,1.925,220.5,1.952,220.5,1.869,2025-10-13 20:49:36
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.581,2.4,-4.0,1.9,4.0,1.917,235.5,1.862,235.5,1.961,2025-10-13 20:49:36
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.892,-37.5,1.925,220.5,1.952,220.5,1.869,2025-10-13 20:56:56
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.581,2.4,-4.0,1.9,4.0,1.917,235.5,1.862,235.5,1.961,2025-10-13 20:56:56
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.826,220.5,1.892,220.5,1.925,2025-10-13 21:22:47
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.561,2.44,-4.0,1.862,4.0,1.961,235.5,1.847,235.5,1.97,2025-10-13 21:22:47
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.826,220.5,1.892,220.5,1.925,2025-10-13 21:27:22
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.561,2.44,-4.0,1.862,4.0,1.961,235.5,1.847,235.5,1.97,2025-10-13 21:27:22
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.561,2.44,-4.0,1.862,4.0,1.961,235.5,1.847,235.5,1.97,2025-10-13 21:40:31
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.826,220.5,1.892,220.5,1.925,2025-10-13 21:40:31
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.826,220.5,1.892,220.5,1.925,2025-10-13 21:55:30
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.561,2.44,-4.0,1.862,4.0,1.961,235.5,1.847,235.5,1.97,2025-10-13 21:55:30
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.826,220.5,1.892,220.5,1.925,2025-10-13 22:00:48
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.561,2.44,-4.0,1.862,4.0,1.961,235.5,1.847,235.5,1.97,2025-10-13 22:00:48
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.826,220.5,1.877,220.5,1.934,2025-10-13 22:29:18
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.578,2.4,-4.0,1.884,4.0,1.934,235.5,1.854,235.5,1.961,2025-10-13 22:29:18
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,2.0,-37.5,1.826,220.5,1.869,220.5,1.952,2025-10-13 22:43:25
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.578,2.4,-4.0,1.884,4.0,1.934,235.5,1.854,235.5,1.961,2025-10-13 22:43:25
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.588,2.38,-4.0,1.9,4.0,1.917,235.5,1.84,235.5,1.98,2025-10-13 23:22:24
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.892,-37.5,1.925,220.5,1.869,220.5,1.952,2025-10-13 23:22:24
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.892,-37.5,1.925,220.5,1.869,220.5,1.952,2025-10-13 23:27:17
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.588,2.38,-4.0,1.9,4.0,1.917,235.5,1.84,235.5,1.98,2025-10-13 23:27:17
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.909,-37.5,1.909,220.5,1.884,220.5,1.934,2025-10-13 23:42:04
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.609,2.33,-4.0,1.943,4.0,1.869,235.5,1.84,235.5,1.98,2025-10-13 23:42:04
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,37.5,1.909,-37.5,1.909,220.5,1.884,220.5,1.934,2025-10-13 23:47:18
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.609,2.33,-4.0,1.943,4.0,1.869,235.5,1.84,235.5,1.98,2025-10-13 23:47:18
Guangzhou Loong Lions,Minnesota Timberwolves,https://www.pinnacle.com/en/basketball/nba-preseason/guangzhou-loong-lions-vs-minnesota-timberwolves/1617245221/,,,36.5,1.9,-36.5,1.917,220.5,1.884,220.5,1.934,2025-10-13 23:55:23
Dallas Mavericks,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-utah-jazz/1617265769/,1.609,2.33,-4.0,1.943,4.0,1.869,235.5,1.84,235.5,1.98,2025-10-13 23:55:23
Detroit Pistons,Cleveland Cavaliers,https://www.pinnacle.com/en/basketball/nba-preseason/detroit-pistons-vs-cleveland-cavaliers/1617308664/,2.49,1.543,5.0,1.84,-5.0,1.98,235.0,1.925,235.0,1.892,2025-10-14 06:38:33
Detroit Pistons,Cleveland Cavaliers,https://www.pinnacle.com/en/basketball/nba-preseason/detroit-pistons-vs-cleveland-cavaliers/1617308664/,2.47,1.546,5.0,1.833,-5.0,1.99,235.0,1.925,235.0,1.892,2025-10-14 06:57:49
Detroit Pistons,Cleveland Cavaliers,https://www.pinnacle.com/en/basketball/nba-preseason/detroit-pistons-vs-cleveland-cavaliers/1617308664/,2.52,1.529,5.0,1.884,-5.0,1.934,234.0,1.925,234.0,1.892,2025-10-14 16:33:22
Detroit Pistons,Cleveland Cavaliers,https://www.pinnacle.com/en/basketball/nba-preseason/detroit-pistons-vs-cleveland-cavaliers/1617308664/,2.52,1.529,5.0,1.884,-5.0,1.934,234.0,1.925,234.0,1.892,2025-10-14 16:45:11
Detroit Pistons,Cleveland Cavaliers,https://www.pinnacle.com/en/basketball/nba-preseason/detroit-pistons-vs-cleveland-cavaliers/1617308664/,2.58,1.507,5.0,1.925,-5.0,1.892,234.0,1.925,234.0,1.892,2025-10-14 17:55:33
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.495,2.61,-5.5,1.917,5.5,1.9,232.5,1.934,232.5,1.884,2025-10-14 18:55:50
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.492,2.62,-5.0,1.943,5.0,1.877,232.0,1.97,232.0,1.854,2025-10-14 18:55:50
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.48,1.543,4.5,1.917,-4.5,1.9,233.0,1.909,233.0,1.909,2025-10-14 18:55:50
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.29,3.67,-8.0,1.952,8.0,1.9,224.5,1.917,224.5,1.934,2025-10-14 19:55:32
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.43,1.588,4.5,1.877,-4.5,1.97,233.0,1.925,233.0,1.925,2025-10-14 19:55:32
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.746,2.15,-2.0,1.884,2.0,1.97,235.5,1.909,235.5,1.943,2025-10-14 19:55:32
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.476,2.74,-5.0,1.892,5.0,1.961,232.0,1.99,232.0,1.862,2025-10-14 19:55:32
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.497,2.67,-5.5,1.917,5.5,1.934,232.5,1.943,232.5,1.909,2025-10-14 19:55:32
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.487,2.7,-5.5,1.9,5.5,1.952,232.5,1.925,232.5,1.925,2025-10-14 20:28:33
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.476,2.74,-5.0,1.892,5.0,1.961,232.0,1.99,232.0,1.862,2025-10-14 20:28:33
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.42,1.595,3.5,1.961,-3.5,1.892,233.0,1.917,233.0,1.934,2025-10-14 20:28:33
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.746,2.15,-2.0,1.884,2.0,1.97,235.5,1.909,235.5,1.943,2025-10-14 20:28:33
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.287,3.7,-8.0,1.934,8.0,1.917,224.5,1.909,224.5,1.943,2025-10-14 20:28:33
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.746,2.15,-2.0,1.884,2.0,1.97,235.5,1.909,235.5,1.943,2025-10-14 20:45:42
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.282,3.73,-8.0,1.917,8.0,1.934,224.5,1.909,224.5,1.943,2025-10-14 20:45:42
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.42,1.595,3.5,1.961,-3.5,1.892,233.0,1.917,233.0,1.934,2025-10-14 20:45:42
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.487,2.7,-5.5,1.892,5.5,1.961,232.5,2.0,232.5,1.854,2025-10-14 20:45:42
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.476,2.74,-5.0,1.892,5.0,1.961,232.0,1.97,232.0,1.884,2025-10-14 20:45:42
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.476,2.74,-5.0,1.892,5.0,1.961,232.0,1.97,232.0,1.884,2025-10-14 20:59:02
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.495,2.68,-5.5,1.9,5.5,1.952,232.5,1.952,232.5,1.9,2025-10-14 20:59:02
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.39,1.609,3.5,1.943,-3.5,1.909,233.0,1.917,233.0,1.934,2025-10-14 20:59:02
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.282,3.73,-8.0,1.917,8.0,1.934,224.5,1.909,224.5,1.943,2025-10-14 20:59:02
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.746,2.15,-2.0,1.884,2.0,1.97,235.5,1.909,235.5,1.943,2025-10-14 20:59:02
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.293,3.65,-8.0,1.925,8.0,1.925,224.5,1.917,224.5,1.934,2025-10-14 21:25:20
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.751,2.14,-2.0,1.884,2.0,1.961,235.5,1.854,235.5,2.0,2025-10-14 21:25:20
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.26,1.671,3.5,1.869,-3.5,1.99,233.0,1.892,233.0,1.961,2025-10-14 21:25:20
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.473,2.74,-5.0,1.884,5.0,1.97,232.0,1.934,232.0,1.917,2025-10-14 21:25:20
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.49,2.69,-5.5,1.892,5.5,1.952,232.5,1.952,232.5,1.892,2025-10-14 21:25:20
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.49,2.69,-5.5,1.892,5.5,1.952,232.5,1.952,232.5,1.892,2025-10-14 21:33:24
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.473,2.74,-5.0,1.884,5.0,1.97,232.0,1.934,232.0,1.917,2025-10-14 21:33:24
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.26,1.671,3.5,1.869,-3.5,1.99,233.0,1.892,233.0,1.961,2025-10-14 21:33:24
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.751,2.14,-2.0,1.884,2.0,1.961,235.5,1.854,235.5,2.0,2025-10-14 21:33:24
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.293,3.65,-8.0,1.925,8.0,1.925,224.5,1.917,224.5,1.934,2025-10-14 21:33:24
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.49,2.69,-5.5,1.892,5.5,1.952,232.5,1.943,232.5,1.909,2025-10-14 21:41:24
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.471,2.76,-5.0,1.877,5.0,1.97,232.0,1.934,232.0,1.917,2025-10-14 21:41:24
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.24,1.689,3.5,1.854,-3.5,2.0,233.0,1.892,233.0,1.961,2025-10-14 21:41:24
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.819,2.04,-2.0,1.98,2.0,1.877,235.5,1.854,235.5,2.0,2025-10-14 21:41:24
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.292,3.65,-8.0,1.909,8.0,1.943,224.5,1.909,224.5,1.943,2025-10-14 21:41:24
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.49,2.69,-5.5,1.892,5.5,1.952,232.5,1.943,232.5,1.909,2025-10-14 21:49:59
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.471,2.76,-5.0,1.877,5.0,1.97,232.0,1.934,232.0,1.917,2025-10-14 21:49:59
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.24,1.689,3.5,1.854,-3.5,2.0,233.0,1.892,233.0,1.961,2025-10-14 21:49:59
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.819,2.04,-2.0,1.98,2.0,1.877,235.5,1.854,235.5,2.0,2025-10-14 21:49:59
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.292,3.65,-8.0,1.909,8.0,1.943,224.5,1.909,224.5,1.943,2025-10-14 21:49:59
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.495,2.68,-5.5,1.9,5.5,1.952,232.5,1.847,232.5,2.01,2025-10-14 22:25:05
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.806,2.06,-2.0,1.961,2.0,1.892,235.5,1.847,235.5,2.01,2025-10-14 22:25:05
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.292,3.65,-8.0,1.909,8.0,1.943,224.5,1.909,224.5,1.943,2025-10-14 22:25:05
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.49,2.69,-5.0,1.917,5.0,1.934,231.0,1.877,231.0,1.98,2025-10-14 22:25:05
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.11,1.769,2.5,1.877,-2.5,1.97,233.0,1.884,233.0,1.97,2025-10-14 22:25:05
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.471,2.76,-5.0,1.877,5.0,1.98,231.0,1.869,231.0,1.99,2025-10-14 22:36:36
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.495,2.68,-5.5,1.9,5.5,1.952,232.5,1.877,232.5,1.98,2025-10-14 22:36:36
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.13,1.751,2.5,1.892,-2.5,1.952,234.0,1.917,234.0,1.934,2025-10-14 22:36:36
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.276,3.78,-8.5,1.99,8.5,1.862,224.5,1.909,224.5,1.943,2025-10-14 22:36:36
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.793,2.08,-2.0,1.943,2.0,1.909,235.5,1.854,235.5,2.01,2025-10-14 22:36:36
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.793,2.08,-2.0,1.943,2.0,1.909,235.5,1.854,235.5,2.01,2025-10-14 22:56:05
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.483,2.72,-5.5,1.869,5.5,1.98,233.5,1.943,233.5,1.909,2025-10-14 22:56:05
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.467,2.77,-5.0,1.869,5.0,1.99,231.0,1.854,231.0,2.0,2025-10-14 22:56:05
